"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"2551","113998707676_10151484960447677","113998707676","José María Villalta Florez-Estrada","2013-06-10T02:20:57+0000","2013-06-10","2013","06","10","10/06/13","2","Excelentes candidaturas a la Asamblea Legislativa. Frente Amplio: Próxima estación, esperanza. 

¡Lo mejor está por venir!","photo","430","15","445","5.5%","14.0%","5.1%","7.0%","https://www.facebook.com/photo.php?fbid=507008406019428&set=a.113140872072852.18546.112857698767836&type=1"
"2678","113998707676_315615545224914","113998707676","José María Villalta Florez-Estrada","2013-01-15T20:16:47+0000","2013-01-15","2013","01","15","15/01/13","3","Hoy, el periódico La Nación me publica una entrevista sobre el tema de si seré candidato a la Presidencia de la República.
Me interesan leer sus opiniones.","link","403","41","444","5.5%","14.0%","5.1%","7.0%","http://www.nacion.com/2013-01-15/ElPais/Frente-Amplio-busca-fichas-para-papeleta-del-2014.aspx"
"442","303450469784702_605126982831289","303450469784702","Dr. Rodolfo Hernández","2013-04-15T23:43:31+0000","2013-04-15","2013","04","15","15/04/13","2","Recien me doy cuenta de que hemos llegado a 10.000 personas en esta red. Este movimiento para rescatar a Costa Rica crece como la espuma. Les invito a sumarse a mi equipo de trabajo para darle soluciones innovadoras a los problemas que afronta nuestro país. 
http://www.eldoctor2014.com/sumate/","link","412","27","439","5.5%","5.5%","5.0%","5.0%","http://www.eldoctor2014.com/sumate/"
"2582","113998707676_10151421199342677","113998707676","José María Villalta Florez-Estrada","2013-04-29T02:48:39+0000","2013-04-29","2013","04","29","29/04/13","2","Creo que en vez de gastar millones en encarcelar pobres, hay que fortalecer la Fiscalía Anticorrupción y la Procuraduría de la Ética. Esa es una de las iniciativas que desarrollaríamos en un gobierno del Frente Amplio - Costa Rica.

¡La esperanza la construimos entre todxs!","video","404","35","439","5.5%","13.8%","5.0%","6.9%","https://www.youtube.com/watch?v=nZG-__cIIT0"
"2425","113998707676_10151537035312677","113998707676","José María Villalta Florez-Estrada","2013-07-06T05:50:27+0000","2013-07-06","2013","07","06","06/07/13","7","Muy provechosas las reuniones de hoy, con la gente, en Suretka y Finca Loroco. Mañana a las 8, estaremos en la Feria del Agricultor de Puerto Viejo.
En Talamanca #HayESPERANZA","status","435","3","438","5.4%","13.8%","5.0%","6.9%","0"
"2424","113998707676_10151537624157677","113998707676","José María Villalta Florez-Estrada","2013-07-06T14:26:10+0000","2013-07-06","2013","07","06","06/07/13","7","Hubo un cambio de planes. Estamos en Cahuita en reuniòn con vecinos de la comunidad, luego vamos a Puerto Viejo, como tenìamos planeado, y en la tarde a Sixaola.
En Talamaanca #HayESPERANZA","status","435","2","437","5.4%","13.7%","5.0%","6.9%","0"
"2721","113998707676_10151141231232677","113998707676","José María Villalta Florez-Estrada","2012-11-07T17:27:26+0000","2012-11-07","2012","11","07","07/11/12","4","Los datos del último informe del “Estado de la Nación” revelan que en Costa Rica ha existido un acelerado crecimiento de la pobreza y la desigualdad en el país. Es necesario cambiar el rumbo neoliberal que le han dado al país los gobiernos de los últimos 25 años. Algunas de las alianzas electorales que se están planteando contra el PLN no cuestionan el neoliberalismo, sino que simplemente buscan sustituir a dicho partido en la gestión de ese modelo que nos lleva al despeñadero. El Frente Amplio - Costa Rica aboga por una coalición patriótica y progresista de fuerzas políticas y sociales que respalden un verdadero programa de cambios.","status","397","40","437","5.4%","13.7%","5.0%","6.9%","0"
"12","303450469784702_376287819167633","303450469784702","Dr. Rodolfo Hernández","2013-08-24T19:33:34+0000","2013-08-24","2013","08","24","24/08/13","7","Otra frase de mi Discurso como el Nuevo Vice Presidente de la ODCA (Organización Demócrata Cristiana de América)","photo","379","57","436","5.4%","5.4%","5.0%","5.0%","https://www.facebook.com/photo.php?fbid=376287812500967&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"221","303450469784702_353432981453117","303450469784702","Dr. Rodolfo Hernández","2013-07-07T02:09:58+0000","2013-07-07","2013","07","07","07/07/13","1","NA","photo","417","14","431","5.4%","5.4%","5.0%","5.0%","https://www.facebook.com/photo.php?fbid=353432971453118&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2764","113998707676_10151077706187677","113998707676","José María Villalta Florez-Estrada","2012-09-21T05:03:10+0000","2012-09-21","2012","09","21","21/09/12","6","Me cuenta un trabajador del Banco Nacional -cuya identidad resguardamos- la indignación que sintió al enterarse que el gerente del banco ganó en un solo mes 34 millones de colones, mientras que su salario mensual, después de 10 años de laborar en la institución, es de 500 mil. Lo peor es que el gobierno habla de recortar derechos a estos trabajadores. A los de abajo. Este ejemplo en un retrato del país que nos dejan los últimos gobiernos. Una fotografía a escala de la insoportable desigualdad imperante en Costa Rica. Las consecuencias de la larga noche neoliberal.","status","385","46","431","5.4%","13.5%","5.0%","6.8%","0"
"870","69554133109_10151199015588110","69554133109","Johnny Araya","2012-12-02T18:54:04+0000","2012-12-02","2012","12","02","02/12/12","1","Gracias a todos por seguir este evento y enviarnos sus comentarios, seguimos trabajando por un mejor Costa Rica.","status","430","1","431","5.4%","8.8%","5.0%","6.6%","0"
"439","303450469784702_318441428285606","303450469784702","Dr. Rodolfo Hernández","2013-04-16T15:29:45+0000","2013-04-16","2013","04","16","16/04/13","3","Mis felicitaciones - Mis felicitaciones al ciudadano que presentó la denuncia que esta ayer llevó a autoridades del Ministerio Público y el OIJ a allanar las oficinas del Consejo Nacional de Concesiones en procura de información sobre la concesión de la carretera a San Ramón. No sé cómo se llama ni sé a qué partido pertenece; pero seLa entrada Mis felicitaciones aparece primero en Dr. Rodolfo Hernández 2014-2018. http://ow.ly/2wdn1N","status","413","16","429","5.3%","5.3%","4.9%","4.9%","0"
"544","69554133109_10151687336463110","69554133109","Johnny Araya","2013-08-25T07:25:59+0000","2013-08-25","2013","08","25","25/08/13","1","¡Candidatos a Diputados por Heredia!
1. Ronny Monge
2. Lorelly Trejos Salas
3. Pedro Rojas Guzmán
4. Diana Jiménez Sánchez","photo","393","36","429","5.3%","8.7%","4.9%","6.5%","https://www.facebook.com/photo.php?fbid=10151687336378110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"891","69554133109_10151176190993110","69554133109","Johnny Araya","2012-11-15T17:55:43+0000","2012-11-15","2012","11","15","15/11/12","5","¡¡Seguimos creciendo!! Ayer estuvimos en el foro de educadores de Alajuela, cada vez son más los que participan en este movimiento. En San Rafael compartimos con un nutrido grupo de vecinos de ese distrito y recibimos el apoyo de respetables ciudadanos que pertenecen a otros partidos políticos.","photo","416","13","429","5.3%","8.7%","4.9%","6.5%","https://www.facebook.com/photo.php?fbid=10151176190963110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2554","113998707676_10151475334492677","113998707676","José María Villalta Florez-Estrada","2013-06-04T18:29:38+0000","2013-06-04","2013","06","04","04/06/13","3","Hoy presentamos una moción, en la Comisión de Asuntos Ambientales, para que se investigue la responsabilidad del Estado en la muerte del ambientalista Jairo Mora. Les comparto el comunicado de prensa que hemos circulado con ese motivo.","link","395","33","428","5.3%","13.5%","4.9%","6.8%","https://www.facebook.com/periodicoPUEBLO/posts/474940205924211"
"592","69554133109_10151624572563110","69554133109","Johnny Araya","2013-07-24T21:10:22+0000","2013-07-24","2013","07","24","24/07/13","4","¡Queremos escucharlos, para eso hemos habilitado diferentes formas de que tengan una comunicación directa y nos dejen sus ideas!
Pueden hacerlo visitando la página web: https://www.johnnyaraya.cr
Descargando el app de iPhone: https://itunes.apple.com/cr/app/johnny-araya/id642446014?mt=8&ign-mpt=uo%3D4
Descargando el app de Android: https://play.google.com/store/apps/details?id=com.johnnyaraya.johnnyapp","photo","408","19","427","5.3%","8.7%","4.9%","6.5%","https://www.facebook.com/photo.php?fbid=10151624572538110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2539","113998707676_10151517922272677","113998707676","José María Villalta Florez-Estrada","2013-06-26T15:37:53+0000","2013-06-26","2013","06","26","26/06/13","4","Buenos días. Comparto con ustedes un extracto de mis declaraciones ayer en la manifestación frente a la Asamblea Legislativa. Me alegra mucho el que la gente se esté dando cuenta que todos estos problemas, que les afectan por separado, tienen sus raíces en gobiernos que no están gobernando para las grandes mayorías. 

Seguimos construyendo la esperanza. Lo mejor está por venir.

http://www.teletica.com/Noticias/15104-Jose-Maria-Villalta-Esto-es-reflejo-de-la-acumulacion-de-muchos-descontentos.note.aspx","link","381","45","426","5.3%","13.4%","4.9%","6.7%","http://www.teletica.com/Noticias/15104-Jose-Maria-Villalta-Esto-es-reflejo-de-la-acumulacion-de-muchos-descontentos.note.aspx"
"757","69554133109_10151506431373110","69554133109","Johnny Araya","2013-05-22T20:10:50+0000","2013-05-22","2013","05","22","22/05/13","4","NA","photo","422","3","425","5.3%","8.6%","4.9%","6.5%","https://www.facebook.com/photo.php?fbid=10151506431318110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"1254","69554133109_10151085910413110","69554133109","Johnny Araya","2012-09-10T01:04:57+0000","2012-09-10","2012","09","10","10/09/12","2","Hoy día del niño, participé en la inauguración del Parque El Arca de Noé, en Barrio Cristo Rey. Un hermoso proyecto del padre Sergio Valverde y Obras del Espíritu Santo que con el apoyo de la empresa privada y de la Municipalidad, ha hecho posible un sueño que llena de ilusión y de esperanza a una comunidad tan necesitada como Cristo Rey.  Un pequeño zoológico, lago, piscina y carruseles están haciendo felices a muchos niños de los barrios del sur.","photo","404","21","425","5.3%","8.6%","4.9%","6.5%","https://www.facebook.com/photo.php?fbid=10151085910383110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2709","113998707676_246224178840320","113998707676","José María Villalta Florez-Estrada","2012-11-19T23:34:17+0000","2012-11-19","2012","11","19","19/11/12","2","Les comparto el Recurso de Nulidad Absoluta que presenté contra la votación de la no reelección del magistrado Fernando Cruz","photo","392","32","424","5.3%","13.3%","4.9%","6.7%","https://www.facebook.com/photo.php?fbid=385304624887770&set=a.164810416937193.43096.142386395846262&type=1"
"917","69554133109_10151137054783110","69554133109","Johnny Araya","2012-10-18T15:07:37+0000","2012-10-18","2012","10","18","18/10/12","5","Me causa gran alegría que muchos empresarios y políticos estén ayudando a los jugadores del equipo herediano, la semana pasada dejé mi contribución y me uní a la solicitud de ayuda para un grupo de muchachos que se han venido esforzando y luchando contra las adversidades.
¡Continuemos apoyando el deporte!","status","413","11","424","5.3%","8.6%","4.9%","6.5%","0"
"465","303450469784702_315584128571336","303450469784702","Dr. Rodolfo Hernández","2013-04-10T20:58:56+0000","2013-04-10","2013","04","10","10/04/13","4","Es un honor y una alegría contar con el apoyo del distinguido Ex Presidente de la Asamblea Legislativa y Ex Ministro de la Presidencia, Don Danilo Chaverri Soto. Si bien se ha mantenido al margen de la política los últimos años, ha decidido darme su adhesión pues considera que esta es la causa justa que necesita Costa Rica","photo","397","26","423","5.3%","5.3%","4.9%","4.9%","https://www.facebook.com/photo.php?fbid=315584111904671&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"385","303450469784702_326283530834729","303450469784702","Dr. Rodolfo Hernández","2013-05-04T02:11:57+0000","2013-05-04","2013","05","04","04/05/13","7","Estoy agradecido con la comunidad de Pococí por este recibimiento y dejarme ver su franqueza.","photo","410","12","422","5.2%","5.2%","4.9%","4.9%","https://www.facebook.com/photo.php?fbid=326283524168063&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"855","69554133109_10151214071433110","69554133109","Johnny Araya","2012-12-12T18:46:10+0000","2012-12-12","2012","12","12","12/12/12","4","La prestigiosa agencia internacional Fitch Rating le dio una calificación de AA+ a los bonos que emite la Municipalidad de San José. Con esta evaluación la Municipalidad se convierte en el gobierno local mejor valorado, desde el punto de vista de su solidez financiera, en Costa Rica y en la región centroamericana. ¡Continuamos trabajando!","status","403","19","422","5.2%","8.6%","4.9%","6.4%","0"
"2604","113998707676_10151393409722677","113998707676","José María Villalta Florez-Estrada","2013-04-08T23:13:26+0000","2013-04-08","2013","04","08","08/04/13","2","En las últimas 2 décadas, el tema que ha monopolizado el debate legislativo han sido los TLC y sus leyes de implementación. Los partidos tradicionales se han encargado de postergar la discusión sobre proyectos en materia social, que podrían ser beneficiosos para las mayorías más vulnerables. Es necesario reorientar el papel del Estado en aras del bien común. Por esa razón, estaremos participando en la movilización contra la concesión de la ruta San José - San Ramón, el próximo jueves a las 9:00 am.","status","360","61","421","5.2%","13.2%","4.8%","6.6%","0"
"935","69554133109_10151109236323110","69554133109","Johnny Araya","2012-09-27T20:09:51+0000","2012-09-27","2012","09","27","27/09/12","5","Hoy, día mundial del turismo, iniciamos la colocación de las placas de la nomenclatura de San José. Se van a colocar 22000 placas en todas las calles y avenidas. También inauguramos una nueva cámara de vigilancia en calle 8, en la esquina del Mercado Borbón. Ya tenemos más de 80 cámaras que nos ayudan a mejorar la seguridad en nuestra Capital.","photo","402","18","420","5.2%","8.5%","4.8%","6.4%","https://www.facebook.com/photo.php?fbid=10151109236283110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"88","303450469784702_363861743743574","303450469784702","Dr. Rodolfo Hernández","2013-07-27T05:50:33+0000","2013-07-27","2013","07","27","27/07/13","7","Visitando la provincia de Guanacaste. Gracias a doña Carmen Víquez y Vianney Rodríguez por la hospitalidad.","photo","400","16","416","5.2%","5.2%","4.8%","4.8%","https://www.facebook.com/photo.php?fbid=363861737076908&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"391","303450469784702_325343307595418","303450469784702","Dr. Rodolfo Hernández","2013-05-01T17:39:05+0000","2013-05-01","2013","05","01","01/05/13","4","NA","photo","301","114","415","5.2%","5.2%","4.8%","4.8%","https://www.facebook.com/photo.php?fbid=325343297595419&set=a.303454273117655.1073741827.303450469784702&type=1&relevant_count=1"
"867","69554133109_451027054946459","69554133109","Johnny Araya","2012-12-04T01:56:34+0000","2012-12-04","2012","12","04","04/12/12","3","¡Gracias a los más de 4000 educadores que me acompañaron ayer! Creemos firmemente en el fortalecimiento y modernización de la educación pública como factor de movilidad social, esta es la vía más segura para superar la pobreza y alcanzar un mayor desarrollo.  http://www.youtube.com/watch?v=o4KTBUV090E&feature=youtu.be","video","391","22","413","5.1%","8.4%","4.7%","6.3%","http://www.youtube.com/watch?v=o4KTBUV090E&feature=youtu.be"
"397","303450469784702_324432037686545","303450469784702","Dr. Rodolfo Hernández","2013-04-30T00:07:26+0000","2013-04-30","2013","04","30","30/04/13","3","Gracias a los puntarenense por compartir sus preocupaciones, sus anhelos y sus iniciativas. Costa Rica es grande por personas como ustedes.","photo","369","43","412","5.1%","5.1%","4.7%","4.7%","https://www.facebook.com/photo.php?fbid=324432017686547&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2017","117011658390752_494549113970336","117011658390752","Otto Guevara Guth","2013-08-31T16:04:14+0000","2013-08-31","2013","08","31","31/08/13","7","¡Gracias Limón!","photo","392","19","411","5.1%","34.1%","4.7%","24.1%","https://www.facebook.com/photo.php?fbid=494549100637004&set=a.291889580902958.65806.117011658390752&type=1&relevant_count=1"
"201","303450469784702_359918540804561","303450469784702","Dr. Rodolfo Hernández","2013-07-21T13:24:14+0000","2013-07-21","2013","07","21","21/07/13","1","6:15 a.m. Km 3 Jilgueros!","photo","405","6","411","5.1%","5.1%","4.7%","4.7%","https://www.facebook.com/photo.php?fbid=359918524137896&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2680","113998707676_10151213825597677","113998707676","José María Villalta Florez-Estrada","2012-12-31T15:11:05+0000","2012-12-31","2012","12","31","31/12/12","2","Para el Frente Amplio - Costa Rica la lucha contra el TLC no fue una simple moda. Para nosotros y nosotras la lucha continúa, porque es una lucha de principios, contra un orden económico mundial que busca consolidar el saqueo y la explotación de nuestros pueblos. Todavía recordamos los vibrantes discursos de nuestro compañero José Merino del Río denunciando los efectos nocivos del TLC. Cada día que pasa, sus palabras cobran más vigencia.
Un feliz 2013 para todas y todos. ¡Hay Esperanza!","status","393","18","411","5.1%","12.9%","4.7%","6.5%","0"
"2370","113998707676_10151611771777677","113998707676","José María Villalta Florez-Estrada","2013-08-14T18:24:24+0000","2013-08-14","2013","08","14","14/08/13","4","""Con la eliminación de los nombres de las personas candidatas, el TSE claramente favorece a los partidos tradicionales en detrimento de las fuerzas políticas emergentes, contribuyendo a inclinar aún más una “cancha electoral”, que ya es bastante desigual. Sin duda alguna esta decisión se orienta a favorecer a aquellos partidos que tienen más arraigo en la tradición, donde la gente vota por la bandera, sin importar las personas y su trayectoria."" resalto este párrafo de la carta que le hemos remitido al TSE.","photo","359","50","409","5.1%","12.9%","4.7%","6.5%","https://www.facebook.com/photo.php?fbid=534836483236620&set=a.113140872072852.18546.112857698767836&type=1"
"241","303450469784702_337131379749944","303450469784702","Dr. Rodolfo Hernández","2013-05-31T00:14:03+0000","2013-05-31","2013","05","31","31/05/13","6","NA","photo","379","30","409","5.1%","5.1%","4.7%","4.7%","https://www.facebook.com/photo.php?fbid=337131373083278&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"543","69554133109_10151693185938110","69554133109","Johnny Araya","2013-08-27T20:13:47+0000","2013-08-27","2013","08","27","27/08/13","3","NA","photo","406","3","409","5.1%","8.3%","4.7%","6.2%","https://www.facebook.com/photo.php?fbid=10151693185843110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"403","303450469784702_324021634394252","303450469784702","Dr. Rodolfo Hernández","2013-04-28T20:16:42+0000","2013-04-28","2013","04","28","28/04/13","1","Caluroso recibimiento, baile típico incluido. Se respira la alegría del pueblo de Perez Zeledón.","photo","387","21","408","5.1%","5.1%","4.7%","4.7%","https://www.facebook.com/photo.php?fbid=324021614394254&set=a.317508558378893.1073741833.303450469784702&type=1&relevant_count=1"
"623","69554133109_10151560680083110","69554133109","Johnny Araya","2013-06-21T14:58:08+0000","2013-06-21","2013","06","21","21/06/13","6","NA","photo","407","1","408","5.1%","8.3%","4.7%","6.2%","https://www.facebook.com/photo.php?fbid=10151560679988110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2541","113998707676_10151506751817677","113998707676","José María Villalta Florez-Estrada","2013-06-21T00:56:28+0000","2013-06-21","2013","06","21","21/06/13","6","Hace unos minutos, en conferencia de prensa con los dirigentes de Sittep, Luis Serrano y Edgar Morales, hice pública la denuncia penal que presenté hoy contra la empresa Bandeco en sus fincas en Sixaola.
La situación en estas fincas no podemos permitirla ni un día más, es necesario que el Ministerio de Trabajo haga su trabajo y defienda los derechos de los trabajadores.
Les comparto el comunicado que preparamos para la conferencia de prensa donde explicamos ampliamente los atropellos a los derechos humanos de los trabajadores y trabajadoras de esta empresa.","photo","356","51","407","5.1%","12.8%","4.7%","6.4%","https://www.facebook.com/photo.php?fbid=481793475238884&set=a.164810416937193.43096.142386395846262&type=1"
"43","303450469784702_373440902785658","303450469784702","Dr. Rodolfo Hernández","2013-08-17T16:19:53+0000","2013-08-17","2013","08","17","17/08/13","7","Estoy en Caldera, reunido con fuerzas vivas de Puntarenas en procura de soluciones a los múltiples problemas que padecen.","photo","393","12","405","5.0%","5.0%","4.7%","4.7%","https://www.facebook.com/photo.php?fbid=373440889452326&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"441","303450469784702_318169178312831","303450469784702","Dr. Rodolfo Hernández","2013-04-16T03:59:21+0000","2013-04-16","2013","04","16","16/04/13","3","Recién termino una enriquecedora gira por Moravia y Coronado. Más de 150 personas compartiendo y brindandome apoyo. http://ow.ly/i/1TSXd","status","403","2","405","5.0%","5.0%","4.7%","4.7%","0"
"317","303450469784702_332050790258003","303450469784702","Dr. Rodolfo Hernández","2013-05-19T01:50:00+0000","2013-05-19","2013","05","19","19/05/13","1","Cartago está listo para iniciar el cambio, gracias por su apoyo.","video","385","18","403","5.0%","5.0%","4.6%","4.6%","http://www.youtube.com/watch?v=jPz2PsKdhNU&feature=player_detailpage"
"2531","113998707676_10151532196992677","113998707676","José María Villalta Florez-Estrada","2013-07-03T18:40:51+0000","2013-07-03","2013","07","03","03/07/13","4","Amigxs, aquí les dejo la nota que hizo la gente de La Prensa Libre acerca del proyecto de ley 18.823 que presentamos hace unos días, con el fin de DEROGAR la ley de concesión de obra pública. Les agradecería muchísimo que compartieran esta información. 

¡Lo mejor está por venir!

#concesionesNO

http://www.prensalibre.cr/lpl/nacional/85748-villalta-pide-que-mopt-haga-obra-publica.html","link","332","70","402","5.0%","12.6%","4.6%","6.3%","http://www.prensalibre.cr/lpl/nacional/85748-villalta-pide-que-mopt-haga-obra-publica.html"
"2221","117011658390752_437290279696220","117011658390752","Otto Guevara Guth","2013-04-24T15:30:27+0000","2013-04-24","2013","04","24","24/04/13","4","Si hay manera de financiar la carretera San José-San Ramón

Mi propuesta es la siguiente:
El INS (que es una empresa de todos los costarricenses) pretende comprar este año una empresa aseguradora en Centroamérica con $300 millones de utilidades acumuladas.
Paremos de inmediato esa aventura empresarial, lejos del brazo fiscalizador de la Superintendencia de Seguros y de la Contraloría (que en el caso de la concesión nos dejó con un gran sinsabor)  y démosle un mejor uso social a ese dinero construyendo de inmediato la carretera entre San José  y San Ramón. 
En vista de que tenemos el dinero y el tiempo apremia,  la carretera debería licitarse por tramos  y con varios frentes de trabajo al mismo tiempo. 
¡Empecemos YA! ¿Qué les parece?
Los invito a leer el mi artículo al respecto.","link","345","56","401","5.0%","33.3%","4.6%","23.5%","http://www.nacion.com/2013-04-24/Opinion/San-Jose-San-Ramon--ni-concesion-ni-prestamo.aspx"
"10","303450469784702_377609305702151","303450469784702","Dr. Rodolfo Hernández","2013-08-27T21:44:17+0000","2013-08-27","2013","08","27","27/08/13","3","NA","photo","364","37","401","5.0%","5.0%","4.6%","4.6%","https://www.facebook.com/photo.php?fbid=377609299035485&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"321","303450469784702_331629816966767","303450469784702","Dr. Rodolfo Hernández","2013-05-18T01:30:52+0000","2013-05-18","2013","05","18","18/05/13","7","Hoy estuve en el programa Pelando el Ojo, puede escuchar la repetición en http://www.monumental.co.cr/programas/40/Pelando-el-ojo","photo","388","11","399","5.0%","5.0%","4.6%","4.6%","https://www.facebook.com/photo.php?fbid=331612226968526&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"1285","69554133109_356844007719718","69554133109","Johnny Araya","2012-07-16T14:28:58+0000","2012-07-16","2012","07","16","16/07/12","2","El día de hoy Diario Extra publica una encuesta donde la mayoría de costarricenses me dan su respaldo y me colocan en el primer lugar de sus intenciones de voto, además de que me señalan como el más cercano a los intereses de los menos favorecidos. 
Quiero agradecerles esa confianza y reiterarles mi compromiso de continuar trabajando por la ciudad capital y en los verdaderos intereses nacionales. http://www.diarioextra.com/2012/julio/16/nacionales3.php","link","382","16","398","4.9%","8.1%","4.6%","6.1%","http://www.diarioextra.com/2012/julio/16/nacionales3.php"
"2672","113998707676_10151247709812677","113998707676","José María Villalta Florez-Estrada","2013-01-22T16:57:05+0000","2013-01-22","2013","01","22","22/01/13","3","Al mediodía en Telenoticias comentando el ""Informe de los Notables"". Estaré debatiendo con Francisco Antonio Pacheco, quien formó parte de la comisión que redactó dicho informe, y el defensor adjunto de los habitantes.
Sintonicenos en Canal 7.","status","377","20","397","4.9%","12.5%","4.6%","6.3%","0"
"2772","113998707676_10151068995882677","113998707676","José María Villalta Florez-Estrada","2012-09-13T23:25:42+0000","2012-09-13","2012","09","13","13/09/12","5","Hoy en comisión de ambiente algunos diputados del PLN y libertarios frenaron la votación del nuevo texto para la Ley de Vida Silvestre por iniciativa popular. El primer proyecto presentado por el pueblo con casi 200 mil firmas, para fortalecer la protección de nuestra flora y fauna silvestre. Lo frenaron porque, según dijeron, Casa Presidencial ordena no apoyarlo, porque se pretende prohibir la caza deportiva de animales silvestres. ¡El colmo! ¿Cual paz con la naturaleza entonces?","status","179","218","397","4.9%","12.5%","4.6%","6.3%","0"
"637","69554133109_10151704265183110","69554133109","Johnny Araya","2013-09-02T23:44:39+0000","2013-09-02","2013","09","02","02/09/13","2","NA","photo","395","1","396","4.9%","8.0%","4.6%","6.0%","https://www.facebook.com/photo.php?fbid=10151704265098110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2336","113998707676_10151642515902677","113998707676","José María Villalta Florez-Estrada","2013-08-31T00:03:27+0000","2013-08-31","2013","08","31","31/08/13","7","Inauguramos el local de Pérez Zeledón.
#SiHayPorQuienVotar
#FrenteAMPLIO","photo","384","11","395","4.9%","12.4%","4.5%","6.2%","https://www.facebook.com/photo.php?fbid=10151642514812677&set=a.10151630713317677.1073741827.113998707676&type=1&relevant_count=1"
"63","303450469784702_367800043349744","303450469784702","Dr. Rodolfo Hernández","2013-08-04T18:38:31+0000","2013-08-04","2013","08","04","04/08/13","1","Compartiendo en Río Cuarto y hablando de la última encuesta de Borges que nos da 23%. ¡Crecemos cada día más!","photo","372","22","394","4.9%","4.9%","4.5%","4.5%","https://www.facebook.com/photo.php?fbid=367800026683079&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2549","113998707676_10151490335897677","113998707676","José María Villalta Florez-Estrada","2013-06-12T20:52:05+0000","2013-06-12","2013","06","12","12/06/13","4","URGENTE!
ALIMENTOS!
SOLIDARIDAD CON HUELGA BANANERA DE SIXAOLA!
Compañeros y compañeras
En Sixaola, Limón, los trabajadores y trabajadoras, desde el jueves de la semana pasada están en HUELGA EN LAS BANANERAS 1, 2 y 3 de BANDECO. 
La huelga es por despidos arbitrarios que hizo la empresa, violando la convención colectiva. 
Son alrededor de 600 trabajadores.
Al día de hoy las familias y los trabajadores no tienen con que alimentarse, en las pulperías de la zona no se les da crédito. 
La situación es muy difícil, ya que ni los niños tienen que comer.
Hacemos un LLAMADO URGENTE a todos los compañeros y compañeras, a que nos solidaricemos con esta huelga.
A partir de hoy estamos recogiendo alimentos no perecederos en mi oficina en la Asamblea Legislativa.
Hagamosnos presentes en esta huelga donando alimentos no perecederos.
Para más información llamen al 83923332 con Gerardo Vargas.","status","273","120","393","4.9%","12.4%","4.5%","6.2%","0"
"72","303450469784702_366632193466529","303450469784702","Dr. Rodolfo Hernández","2013-08-02T02:10:58+0000","2013-08-02","2013","08","02","02/08/13","6","Nos falta un kilometro para llegar a la Basílica de la Virgen de los Angeles","photo","392","1","393","4.9%","4.9%","4.5%","4.5%","https://www.facebook.com/photo.php?fbid=366632170133198&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"540","69554133109_10151698332513110","69554133109","Johnny Araya","2013-08-30T20:45:05+0000","2013-08-30","2013","08","30","30/08/13","6","Hoy participé en un Foro sobre Economía Social. Me permití reafirmar mi compromiso con el fortalecimiento de este sector y en particular del Cooperativismo en nuestro país. Estoy convencido que para enfrentar la creciente desigualdad social hay que hacer un ajuste a nuestro Modelo de Desarrollo y fortalecer los mecanismos de movilidad social. 
Más fotografías: http://www.flickr.com/photos/johnnyarayamonge/sets/72157635306698946/","photo","374","19","393","4.9%","8.0%","4.5%","6.0%","https://www.facebook.com/photo.php?fbid=10151698332463110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"802","69554133109_10151373468148110","69554133109","Johnny Araya","2013-03-03T16:15:43+0000","2013-03-03","2013","03","03","03/03/13","1","NA","photo","388","5","393","4.9%","8.0%","4.5%","6.0%","https://www.facebook.com/photo.php?fbid=10151373467973110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
